Source page: http://www.encyclopedia-titanica.org/titanic-victims/,
col_image,col_image/_alt,name_link,name_link/_text,name_link/_title,age_link,age_link/_text,age_link/_title,classdept_link,classdept_link/_text,classdept_link/_title,joined_link,joined_link/_text,joined_link/_title,job_link,job_link/_text,job_link/_title,boatbody_links,boatbody_links/_text,boatbody_links/_title,age_link_numbers,classdept_value,ticket_values,ticket_values_prices
"","","http://www.encyclopedia-titanica.org/titanic-victim/thomas-ferguson-baxter.html","BAXTER, Mr Thomas Ferguson","","http://www.encyclopedia-titanica.org/titanic-ages/55.html","55","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/laundry-worker.html","Linen Steward (1st class)","","http://www.encyclopedia-titanica.org/description-of-recovered-titanic-bodies.html#235","[235]","","55","","",""
"http://www.encyclopedia-titanica.org/images/bazzi_n.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/narciso-bazzi.html","BAZZI, Sig. Narciso","","http://www.encyclopedia-titanica.org/titanic-ages/33.html","33","","http://www.encyclopedia-titanica.org/titanic-restaurant-staff/","Restaurant Staff","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/waiter.html","Waiter","","","","","33","","",""
"http://www.encyclopedia-titanica.org/images/beattlie_t_thm.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/thomson-beattie.html","BEATTIE, Mr Thomson","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/landowner.html","Landowner","","http://www.encyclopedia-titanica.org/titanic-lifeboat-a/; http://www.encyclopedia-titanica.org/description-of-recovered-titanic-bodies.html#331","A; [331]","","36","","13050; £75 4s 10d","75"
"","","http://www.encyclopedia-titanica.org/titanic-victim/joseph-beattie.html","BEATTIE, Mr Joseph","","http://www.encyclopedia-titanica.org/titanic-ages/35.html","35","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/greaser.html","Greaser","","","","","35","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/henry-james-beauchamp.html","BEAUCHAMP, Mr Henry James","","http://www.encyclopedia-titanica.org/titanic-ages/28.html","28","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Club Head Steward","","","","","28","","244358; £26","26"
"","","http://www.encyclopedia-titanica.org/titanic-victim/william-thomas-beavan.html","BEAVAN, Mr William Thomas","","","","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/general-labourer.html","General Labourer","","","","","","","323951; £8 1s","8"
"","","http://www.encyclopedia-titanica.org/titanic-victim/william-barnet-bedford.html","BEDFORD, Mr William Barnett","","http://www.encyclopedia-titanica.org/titanic-ages/31.html","31","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/cook.html","Assistant Roast Cook","","","","","31","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/george-arthur-beedem.html","BEEDEM, Mr George Arthur","","http://www.encyclopedia-titanica.org/titanic-ages/34.html","34","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","2nd Class Bedroom Steward","","","","","34","","",""
"http://www.encyclopedia-titanica.org/files/1/thumbnails/william_beere_1_19474.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/william-beere.html","BEERE, Mr William","","http://www.encyclopedia-titanica.org/titanic-ages/19.html","19","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/porter.html","Kitchen Porter","","","","","19","","",""
"http://www.encyclopedia-titanica.org/images/BellJos_thm.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/joseph-bell.html","BELL, Mr Joseph","","http://www.encyclopedia-titanica.org/titanic-ages/50.html","50","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/engineer.html","Chief Engineer","","","","","50","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/f-bendell.html","BENDELL, Mr Frank","","http://www.encyclopedia-titanica.org/titanic-ages/24.html","24","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","24","","",""
"http://www.encyclopedia-titanica.org/files/1/thumbnails/johan_viktor_bengtsson_1_10003.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/johan-viktor-bengtsson.html","BENGTSSON, Mr Johan Viktor","","http://www.encyclopedia-titanica.org/titanic-ages/26.html","26","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/general-labourer.html","General Labourer","","","","","26","","347068; £7 15s 6d","7"
"","","http://www.encyclopedia-titanica.org/titanic-victim/frederick-benham.html","BENHAM, Mr Fred John","","http://www.encyclopedia-titanica.org/titanic-ages/29.html","29","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Saloon Steward (2nd class)","","","","","29","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/george-alfred-bennett.html","BENNETT, Mr George Alfred","","http://www.encyclopedia-titanica.org/titanic-ages/30.html","30","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","30","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/e-benville.html","BENVILLE, Mr Edward","","http://www.encyclopedia-titanica.org/titanic-ages/47.html","47","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","47","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/karl-ivar-sven-berglund.html","BERGLUND, Mr Karl Ivar Sven","","http://www.encyclopedia-titanica.org/titanic-ages/22.html","22","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/general-labourer.html","General Labourer","","","","","22","","4348; £9 7s","9"
"","","http://www.encyclopedia-titanica.org/titanic-victim/battista-bernardi.html","BERNARDI, Sig. Battista","","http://www.encyclopedia-titanica.org/titanic-ages/22.html","22","","http://www.encyclopedia-titanica.org/titanic-restaurant-staff/","Restaurant Staff","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/waiter.html","Assistant Waiter","","http://www.encyclopedia-titanica.org/description-of-recovered-titanic-bodies.html#215","[215]","","22","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/william-john-berriman.html","BERRIMAN, Mr William John","","http://www.encyclopedia-titanica.org/titanic-ages/23.html","23","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","","","","23","","28425; £13","13"
"","","http://www.encyclopedia-titanica.org/titanic-victim/william-edward-bessant.html","BESSANT, Mr William Edward Lowe","","http://www.encyclopedia-titanica.org/titanic-ages/39.html","39","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","39","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/edward-bessant.html","BESSANT, Mr Edward","","http://www.encyclopedia-titanica.org/titanic-ages/31.html","31","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/baggage-steward.html","1st class baggage steward","","","","","31","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/edwin-alfred-best.html","BEST, Mr Edwin Alfred","","http://www.encyclopedia-titanica.org/titanic-ages/38.html","38","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Saloon Steward (1st class)","","","","","38","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/david-beux.html","BEUX, Mr David","","http://www.encyclopedia-titanica.org/titanic-ages/26.html","26","","http://www.encyclopedia-titanica.org/titanic-restaurant-staff/","Restaurant Staff","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/waiter.html","Assistant Waiter","","","","","26","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/joseph-henry-bevis.html","BEVIS, Mr Joseph Henry","","http://www.encyclopedia-titanica.org/titanic-ages/22.html","22","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/trimmer.html","Trimmer","","","","","22","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/charles-biddlecombe.html","BIDDLECOMBE, Mr Reginald Charles","","http://www.encyclopedia-titanica.org/titanic-ages/31.html","31","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","31","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/george-baptiste-bietrix.html","BIETRIX, Mr George Baptiste","","http://www.encyclopedia-titanica.org/titanic-ages/28.html","28","","http://www.encyclopedia-titanica.org/titanic-restaurant-staff/","Restaurant Staff","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/cook.html","Cook","","","","","28","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/edward-charles-biggs.html","BIGGS, Mr Edward Charles","","http://www.encyclopedia-titanica.org/titanic-ages/20.html","20","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","20","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/j-billow.html","BILLOWS, Mr James","","http://www.encyclopedia-titanica.org/titanic-ages/20.html","20","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/trimmer.html","Trimmer","","","","","20","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/hans-martin-monsen-birkeland.html","BIRKELAND, Mr Hans Martin Monsen","","http://www.encyclopedia-titanica.org/titanic-ages/21.html","21","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/seaman.html","Seaman","","","","","21","","312992; £7 15s 6d","7"
"","","http://www.encyclopedia-titanica.org/titanic-victim/jakob-birnbaum.html","BIRNBAUM, Mr Jakob","","http://www.encyclopedia-titanica.org/titanic-ages/24.html","24","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","http://www.encyclopedia-titanica.org/description-of-recovered-titanic-bodies.html#148","[148]","","24","","13905; £26","26"
"","","http://www.encyclopedia-titanica.org/titanic-victim/walter-alexander-bishop.html","BISHOP, Mr Walter Alexander","","http://www.encyclopedia-titanica.org/titanic-ages/33.html","33","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","1st Class Bedroom Steward","","","","","33","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/ernst-herbert-bjorklund.html","BJöRKLUND, Mr Ernst Herbert","","http://www.encyclopedia-titanica.org/titanic-ages/18.html","18","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/general-labourer.html","General Labourer","","","","","18","","347090; £7 15s","7"
"","","http://www.encyclopedia-titanica.org/titanic-victim/alexander-black.html","BLACK, Mr Alexander","","http://www.encyclopedia-titanica.org/titanic-ages/28.html","28","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","28","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/d-black.html","BLACK, Mr D.","","http://www.encyclopedia-titanica.org/titanic-ages/41.html","41","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","41","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/h-blackman.html","BLACKMAN, Mr Albert Edward","","http://www.encyclopedia-titanica.org/titanic-ages/23.html","23","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","23","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/stephen-weart-blackwell.html","BLACKWELL, Mr Stephen Weart","","http://www.encyclopedia-titanica.org/titanic-ages/45.html","45","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","","","","45","","113784; £35 10s","35"
"","","http://www.encyclopedia-titanica.org/titanic-victim/seaton-blake.html","BLAKE, Mr Seaton","","http://www.encyclopedia-titanica.org/titanic-ages/26.html","26","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Mess Steward","","","","","26","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/thomas-blake.html","BLAKE, Mr Thomas Henry","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","36","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/james-blaney.html","BLANEY, Mr James","","http://www.encyclopedia-titanica.org/titanic-ages/32.html","32","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","32","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/eustace-horatius-blann.html","BLANN, Mr Eustace Horatius","","http://www.encyclopedia-titanica.org/titanic-ages/21.html","21","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","21","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/jean-baptiste-blumet.html","BLUMET, Mr Jean Baptiste","","http://www.encyclopedia-titanica.org/titanic-ages/26.html","26","","http://www.encyclopedia-titanica.org/titanic-restaurant-staff/","Restaurant Staff","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/pantryman.html","Pantryman","","","","","26","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/alexis-joseph-bochatay.html","BOCHATAY, Mr Alexis Joseph","","http://www.encyclopedia-titanica.org/titanic-ages/30.html","30","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/chef.html","Chef","","","","","30","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/pierre-giuseppe-bochet.html","BOCHET, Mr Pierre Giuseppe","","","","","http://www.encyclopedia-titanica.org/titanic-restaurant-staff/","Restaurant Staff","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/waiter.html","Waiter","","","","","","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/norman-leslie-bogie.html","BOGIE, Mr Norman Leslie","","http://www.encyclopedia-titanica.org/titanic-ages/59.html","59","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","2nd Class Bedroom Steward","","http://www.encyclopedia-titanica.org/description-of-recovered-titanic-bodies.html#274","[274]","","59","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/hendrik-bolhuis.html","BOLHUIS, Mr Hendrik","","http://www.encyclopedia-titanica.org/titanic-ages/27.html","27","","http://www.encyclopedia-titanica.org/titanic-restaurant-staff/","Restaurant Staff","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/cook.html","Larder Cook","","","","","27","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/william-john-bond.html","BOND, Mr William John","","http://www.encyclopedia-titanica.org/titanic-ages/40.html","40","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Bed Room Steward","","","","","40","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/w-boothby.html","BOOTHBY, Mr Walter Thomas","","http://www.encyclopedia-titanica.org/titanic-ages/37.html","37","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","2nd Class Bedroom Steward","","http://www.encyclopedia-titanica.org/description-of-recovered-titanic-bodies.html#107","[107]","","37","","",""
"http://www.encyclopedia-titanica.org/images/borebank_100.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/john-james-borebank.html","BOREBANK, Mr John James","","http://www.encyclopedia-titanica.org/titanic-ages/42.html","42","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/realtor.html","Property Developer / Real Estate","","","","","42","","110489; £26 11s","26"
"","","http://www.encyclopedia-titanica.org/titanic-victim/guentcho-bostandyeff.html","BOSTANDYEFF, Mr Guentcho","","http://www.encyclopedia-titanica.org/titanic-ages/26.html","26","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/general-labourer.html","General Labourer","","","","","26","","349224; £7 17s 11d","7"
"","","http://www.encyclopedia-titanica.org/titanic-victim/william-john-boston.html","BOSTON, Mr William John","","http://www.encyclopedia-titanica.org/titanic-ages/31.html","31","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Assistant Deck Steward (1st Class)","","","","","31","","",""
"http://www.encyclopedia-titanica.org/images/botsford_wh_thm.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/william-hull-botsford.html","BOTSFORD, Mr William Hull","","http://www.encyclopedia-titanica.org/titanic-ages/25.html","25","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","","","","25","","237670; £13","13"
"http://www.encyclopedia-titanica.org/images/bott.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/w-bott.html","BOTT, Mr William Thomas","","http://www.encyclopedia-titanica.org/titanic-ages/44.html","44","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/greaser.html","Greaser","","","","","44","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/b-boughton.html","BOUGHTON, Mr Bernard John","","http://www.encyclopedia-titanica.org/titanic-ages/24.html","24","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","First class saloon steward","","","","","24","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/sultana-boulos.html","BOULOS, Mrs Sultana","","http://www.encyclopedia-titanica.org/titanic-ages/40.html","40","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","","","","40","","2678; £15 4s 11d","15"
"","","http://www.encyclopedia-titanica.org/titanic-victim/nourelain-boulos.html","BOULOS, Miss Nourelain","","http://www.encyclopedia-titanica.org/titanic-ages/7.html","7","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","","","","7","","2678; £15 4s 11d","15"
"","","http://www.encyclopedia-titanica.org/titanic-victim/akar-boulos.html","BOULOS, Master Akar","","http://www.encyclopedia-titanica.org/titanic-ages/9.html","9","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","","","","9","","2678; £15 4s 11d","15"
"","","http://www.encyclopedia-titanica.org/titanic-victim/john-bourke.html","BOURKE, Mr John","","http://www.encyclopedia-titanica.org/titanic-ages/42.html","42","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/queenstown.html","Queenstown","","http://www.encyclopedia-titanica.org/titanic-jobs/farmer.html","Farmer","","","","","42","","364849; £15 10s","15"
"","","http://www.encyclopedia-titanica.org/titanic-victim/catherine-bourke.html","BOURKE, Mrs Catherine","","http://www.encyclopedia-titanica.org/titanic-ages/32.html","32","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/queenstown.html","Queenstown","","http://www.encyclopedia-titanica.org/titanic-jobs/housewife.html","Housewife","","","","","32","","364849; £15 10s","15"
"","","http://www.encyclopedia-titanica.org/titanic-victim/mary-bourke.html","BOURKE, Miss Mary","","http://www.encyclopedia-titanica.org/titanic-ages/40.html","40","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/queenstown.html","Queenstown","","","","","","","","40","","364848; £7 15s","7"
"http://www.encyclopedia-titanica.org/files/1/dai-bowen-thm.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/david-john-dai-bowen.html","BOWEN, Mr David John 'Dai'","","http://www.encyclopedia-titanica.org/titanic-ages/26.html","26","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/pugilist.html","Pugilist","","","","","26","","54636; £16 2s","16"
"","","http://www.encyclopedia-titanica.org/titanic-victim/solomon-bowenur.html","BOWENUR, Mr Solomon","","http://www.encyclopedia-titanica.org/titanic-ages/42.html","42","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/merchant.html","Merchant","","","","","42","","211535; £13","13"
"","","http://www.encyclopedia-titanica.org/titanic-victim/john-boyd.html","BOYD, Mr John","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Saloon Steward (1st class)","","","","","36","","",""
"","","http://www.encyclopedia-titanica.org/titanic-victim/john-henry-boyes.html","BOYES, Mr John Henry","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Saloon Steward (1st class)","","","","","36","","",""
"http://www.encyclopedia-titanica.org/files/1/james-bracken-titanic.jpg","","http://www.encyclopedia-titanica.org/titanic-victim/james-bracken.html","BRACKEN, Mr James H.","","http://www.encyclopedia-titanica.org/titanic-ages/29.html","29","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/stockman.html","Stockman","","","","","29","","220367; £13","13"
"","","http://www.encyclopedia-titanica.org/titanic-victim/t-bradley.html","BRADLEY, Mr T.","","http://www.encyclopedia-titanica.org/titanic-ages/29.html","29","","http://www.encyclopedia-titanica.org/titanic-deck-crew/","Deck Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/seaman.html","Able Seaman","","","","","29","","",""
