Source page: http://www.encyclopedia-titanica.org/titanic-survivors/,
col_image,col_image/_alt,name_link,name_link/_text,name_link/_title,age_link,age_link/_text,age_link/_title,classdept_link,classdept_link/_text,classdept_link/_title,joined_link,joined_link/_text,joined_link/_title,job_link,job_link/_text,job_link/_title,boatbody_link,boatbody_link/_text,boatbody_link/_title,age_link_numbers,classdept_value,ticket_values,ticket_values_prices
"","","http://www.encyclopedia-titanica.org/titanic-survivor/edith-haisman.html","BROWN, Miss Edith Eileen","","http://www.encyclopedia-titanica.org/titanic-ages/15.html","15","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/scholar.html","Scholar","","http://www.encyclopedia-titanica.org/titanic-lifeboat-14/","14","","15","","29750; £39","39"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/edward-brown.html","BROWN, Mr Edward","","http://www.encyclopedia-titanica.org/titanic-ages/34.html","34","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Saloon Steward","","","","","34","","",""
"http://www.encyclopedia-titanica.org/files/1/thumbnails/dagmar_bryhl_1_4686.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/dagmar-bryhl.html","BRYHL, Miss Dagmar Jenny Ingeborg","","http://www.encyclopedia-titanica.org/titanic-ages/20.html","20","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-12/","12","","20","","236853; £26","26"
"http://www.encyclopedia-titanica.org/images/buckleyarmy_thm.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/daniel-buckley.html","BUCKLEY, Mr Daniel","","http://www.encyclopedia-titanica.org/titanic-ages/21.html","21","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/queenstown.html","Queenstown","","http://www.encyclopedia-titanica.org/titanic-jobs/farm-labourer.html","Farm Labourer","","http://www.encyclopedia-titanica.org/titanic-lifeboat-13/","13","","21","","330920; £7 15s 17d","7"
"http://www.encyclopedia-titanica.org/images/bucknell_100.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/emma-bucknell.html","BUCKNELL, Mrs Emma Eliza","","http://www.encyclopedia-titanica.org/titanic-ages/58.html","58","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-8/","8","","58","","11813; £76 5s 10d","76"
"http://www.encyclopedia-titanica.org/images/buley.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/edward-john-buley.html","BULEY, Mr Edward John","","http://www.encyclopedia-titanica.org/titanic-ages/26.html","26","","http://www.encyclopedia-titanica.org/titanic-deck-crew/","Deck Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/seaman.html","Able Seaman","","http://www.encyclopedia-titanica.org/titanic-lifeboat-10/","10","","26","","",""
"","","http://www.encyclopedia-titanica.org/titanic-survivor/charles-reginald-burgess.html","BURGESS, Mr Charles","","http://www.encyclopedia-titanica.org/titanic-ages/18.html","18","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/baker.html","Extra 3rd. Baker","","","","","18","","",""
"http://www.encyclopedia-titanica.org/files/1/william-burke.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/william-burke.html","BURKE, Mr William","","http://www.encyclopedia-titanica.org/titanic-ages/31.html","31","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/belfast.html","Belfast","","http://www.encyclopedia-titanica.org/titanic-jobs/steward.html","Saloon Steward","","","","","31","","",""
"http://www.encyclopedia-titanica.org/images/burns_e_thm.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-burns.html","BURNS, Miss Elizabeth Margaret","","http://www.encyclopedia-titanica.org/titanic-ages/41.html","41","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","http://www.encyclopedia-titanica.org/titanic-jobs/nursemaid.html","Nursemaid","","http://www.encyclopedia-titanica.org/titanic-lifeboat-3/","3","","41","Servant","16966; £134 10s","134"
"http://www.encyclopedia-titanica.org/files/2013/201302/admin/images/thumbnails/burrage_100x100.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/alfred-burrage.html","BURRAGE, Mr Arthur Victor Edwards","","http://www.encyclopedia-titanica.org/titanic-ages/20.html","20","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/plateman.html","Plate Steward","","http://www.encyclopedia-titanica.org/titanic-lifeboat-13/","13","","20","","",""
"","","http://www.encyclopedia-titanica.org/titanic-survivor/kate-buss.html","BUSS, Miss Kate","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-9/","9","","36","","27849; £13","13"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/karolina-bystrom.html","BYSTRöM, Mrs Karolina","","http://www.encyclopedia-titanica.org/titanic-ages/40.html","40","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","","","","40","","236852; £13","13"
"http://www.encyclopedia-titanica.org/files/146979/thumbnails/edward_calderhead_nara_1915_1_146979_5754.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/edward-pennington-calderhead.html","CALDERHEAD, Mr Edward Pennington","","http://www.encyclopedia-titanica.org/titanic-ages/42.html","42","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-5/","5","","42","","17476; £26 5s 9d","26"
"http://www.encyclopedia-titanica.org/images/caldwell_thm.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/albert-caldwell.html","CALDWELL, Mr Albert Francis","","http://www.encyclopedia-titanica.org/titanic-ages/26.html","26","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-13/","13","","26","","248738; £29","29"
"http://www.encyclopedia-titanica.org/images/sylviacaldwell_thm.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/sylvia-caldwell.html","CALDWELL, Mrs Sylvia Mae","","http://www.encyclopedia-titanica.org/titanic-ages/28.html","28","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-13/","13","","28","","248738; £29","29"
"http://www.encyclopedia-titanica.org/files/1/alden-gates-caldwell.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/alden-gates-caldwell.html","CALDWELL, Master Alden Gates","","http://www.encyclopedia-titanica.org/children-on-titanic/","10m","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-13/","13","","10","","248738; £29","29"
"http://www.encyclopedia-titanica.org/files/2013/201302/admin/images/thumbnails/Clear-Cameron-1900s_100x100.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/clear-cameron.html","CAMERON, Miss Clear Annie","","http://www.encyclopedia-titanica.org/titanic-ages/35.html","35","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/personal-maid.html","Personal Maid","","http://www.encyclopedia-titanica.org/titanic-lifeboat-14/","14","","35","","13528; £21","21"
"http://www.encyclopedia-titanica.org/images/life_decor_thm.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/helen-churchill-candee.html","CANDEE, Mrs Helen Churchill","","http://www.encyclopedia-titanica.org/titanic-ages/52.html","52","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-6/","6","","52","","17606; £27 8s 11d","27"
"http://www.encyclopedia-titanica.org/files/1/cardeza_100.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/charlotte-cardeza.html","CARDEZA, Mrs Charlotte Wardle","","http://www.encyclopedia-titanica.org/titanic-ages/58.html","58","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-3/","3","","58","","17755; £512 6s 7d","512"
"http://www.encyclopedia-titanica.org/images/cardeza_t.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/thomas-cardeza.html","CARDEZA, Mr Thomas Drake Martinez","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","http://www.encyclopedia-titanica.org/titanic-jobs/gentleman.html","Gentleman","","http://www.encyclopedia-titanica.org/titanic-lifeboat-3/","3","","36","","17755; £512 6s 7d","512"
"http://www.encyclopedia-titanica.org/files/146979/thumbnails/william_carter_1919_passport_12414_146979_12414.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/william-carter.html","CARTER, Mr William Ernest","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-c/","C","","36","","113760; £120","120"
"http://www.encyclopedia-titanica.org/images/carterl2.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/lucile-carter.html","CARTER, Mrs Lucile","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-4/","4","","36","","113760; £120","120"
"http://www.encyclopedia-titanica.org/files/1/lucile-polk-carter.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/lucile-polk-carter.html","CARTER, Miss Lucile Polk","","http://www.encyclopedia-titanica.org/titanic-ages/13.html","13","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-4/","4","","13","","113760; £120","120"
"http://www.encyclopedia-titanica.org/files/146979/thumbnails/william_t_carter_nara_1919_146979_5763.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/william-thornton-carter.html","CARTER, Master William Thornton II","","http://www.encyclopedia-titanica.org/titanic-ages/11.html","11","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-4/","4","","11","","113760; £120","120"
"http://www.encyclopedia-titanica.org/images/cassebeer_100.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/eleanor-cassebeer.html","CASSEBEER, Mrs Eleanor Genevieve","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-5/","5","","36","","17770; £27 14s 5d","27"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/annie-caton.html","CATON, Miss Annie","","http://www.encyclopedia-titanica.org/titanic-ages/33.html","33","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/bath-attendant.html","Turkish Bath Stewardess","","http://www.encyclopedia-titanica.org/titanic-lifeboat-11/","11","","33","","",""
"http://www.encyclopedia-titanica.org/files/2013/201302/admin/images/thumbnails/titanic-trimmer-george-cavell_100x100.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/george-henry-cavell.html","CAVELL, Mr George Henry","","http://www.encyclopedia-titanica.org/titanic-ages/22.html","22","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/trimmer.html","Trimmer","","http://www.encyclopedia-titanica.org/titanic-lifeboat-15/","15","","22","","",""
"http://www.encyclopedia-titanica.org/images/cavendish_tw2.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/julia-florence-cavendish.html","CAVENDISH, Mrs Julia Florence","","http://www.encyclopedia-titanica.org/titanic-ages/25.html","25","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-6/","6","","25","","19877; £78 17s","78"
"http://www.encyclopedia-titanica.org/images/chaffee_c.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/carrie-constance-chaffee.html","CHAFFEE, Mrs Carrie Constance","","http://www.encyclopedia-titanica.org/titanic-ages/47.html","47","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-4/","4","","47","","5734; £61 3s 6d","61"
"http://www.encyclopedia-titanica.org/images/Norman_Chambers_1916_100.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/norman-campbell-chambers.html","CHAMBERS, Mr Norman Campbell","","http://www.encyclopedia-titanica.org/titanic-ages/27.html","27","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-5/","5","","27","","113806; £53 2s","53"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/bertha-chambers.html","CHAMBERS, Mrs Bertha","","http://www.encyclopedia-titanica.org/titanic-ages/32.html","32","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-5/","5","","32","","113806; £53 2s","53"
"http://www.encyclopedia-titanica.org/files/1/titanic-joseph-chapman-thm.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/joseph-charles-chapman.html","CHAPMAN, Mr Joseph Charles","","http://www.encyclopedia-titanica.org/titanic-ages/32.html","32","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/boots.html","Boots steward, 2nd class","","http://www.encyclopedia-titanica.org/titanic-lifeboat-9/","9","","32","","",""
"","","http://www.encyclopedia-titanica.org/titanic-survivor/victorine-chaudanson.html","CHAUDANSON, Miss Victorine","","http://www.encyclopedia-titanica.org/titanic-ages/36.html","36","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","http://www.encyclopedia-titanica.org/titanic-jobs/personal-maid.html","Personal Maid","","http://www.encyclopedia-titanica.org/titanic-lifeboat-4/","4","","36","Servant","17608; £262 7s 6d","262"
"http://www.encyclopedia-titanica.org/images/cherry_g.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/gladys-cherry.html","CHERRY, Miss Gladys","","http://www.encyclopedia-titanica.org/titanic-ages/30.html","30","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/of-independent-means.html","Of Independent Means","","http://www.encyclopedia-titanica.org/titanic-lifeboat-8/","8","","30","","110152; £86 10s","86"
"http://www.encyclopedia-titanica.org/files/1/paul-chevre-thm.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/paul-chevre.html","CHEVRé, Mr Paul Romaine Marie Léonce","","http://www.encyclopedia-titanica.org/titanic-ages/45.html","45","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","http://www.encyclopedia-titanica.org/titanic-jobs/sculptor.html","Sculptor","","http://www.encyclopedia-titanica.org/titanic-lifeboat-7/","7","","45","","17594; £29 14s","29"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/edith-martha-chibnall.html","CHIBNALL, Mrs Edith Martha Bowerman","","http://www.encyclopedia-titanica.org/titanic-ages/48.html","48","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/of-independent-means.html","Of Independent Means","","http://www.encyclopedia-titanica.org/titanic-lifeboat-6/","6","","48","","113505; £55","55"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/chang-chip.html","CHIP, Mr Chang","","http://www.encyclopedia-titanica.org/titanic-ages/32.html","32","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/seaman.html","Seaman","","http://www.encyclopedia-titanica.org/titanic-lifeboat-c/","C","","32","","1601; £56 9s 11d","56"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/alice-frances-christy.html","CHRISTY, Mrs Alice Frances","","http://www.encyclopedia-titanica.org/titanic-ages/45.html","45","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-12/","12","","45","","237789; £30","30"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/rachel-julie-cohen-christy.html","CHRISTY, Miss Rachel Juli Cohen","","http://www.encyclopedia-titanica.org/titanic-ages/25.html","25","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-12/","12","","25","","237789; £30","30"
"http://www.encyclopedia-titanica.org/files/146979/thumbnails/virginia_clark_passport_picture_146979_11952.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/virginia-clark.html","CLARK, Mrs Virginia Estelle","","http://www.encyclopedia-titanica.org/titanic-ages/26.html","26","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-4/","4","","26","","13508; £136 15s 7d","136"
"http://www.encyclopedia-titanica.org/files/2013/201301/admin/images/thumbnails/william-clark_100x100.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/william-clark.html","CLARK, Mr William","","http://www.encyclopedia-titanica.org/titanic-ages/39.html","39","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","","","","39","","",""
"http://www.encyclopedia-titanica.org/files/1/ada-maria-clark.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/ada-maria-clarke.html","CLARKE, Mrs Ada Maria","","http://www.encyclopedia-titanica.org/titanic-ages/28.html","28","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-14/","14","","28","","2003; £27","27"
"http://www.encyclopedia-titanica.org/images/cleaver_ac.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/alice-cleaver.html","CLEAVER, Miss Alice Catherine","","http://www.encyclopedia-titanica.org/titanic-ages/22.html","22","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/nursemaid.html","Nursemaid","","http://www.encyclopedia-titanica.org/titanic-lifeboat-11/","11","","22","Servant","113781; £151 16s","151"
"http://www.encyclopedia-titanica.org/files/1/frederick-clench.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/frederick-clench.html","CLENCH, Mr Frederick Charles","","http://www.encyclopedia-titanica.org/titanic-ages/33.html","33","","http://www.encyclopedia-titanica.org/titanic-deck-crew/","Deck Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/seaman.html","Able Seaman","","http://www.encyclopedia-titanica.org/titanic-lifeboat-12/","12","","33","","",""
"","","http://www.encyclopedia-titanica.org/titanic-survivor/gurshon-gus-cohen.html","COHEN, Mr Gurshon "Gus"","","http://www.encyclopedia-titanica.org/titanic-ages/18.html","18","","http://www.encyclopedia-titanica.org/titanic-third-class-passengers/","3rd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/printer-compositor.html","Printer / Compositor","","http://www.encyclopedia-titanica.org/titanic-lifeboat-12/","12","","18","","3540; £8 1s","8"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/e-joseph-colgan.html","COLGAN, Mr E. Joseph","","http://www.encyclopedia-titanica.org/titanic-ages/33.html","33","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/scullion.html","Scullion","","","","","33","","",""
"http://www.encyclopedia-titanica.org/images/thumb/res_1057413955_stuartcollett.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/sidney-clarence-stuart-collett.html","COLLETT, Mr Sidney Clarence Stuart","","http://www.encyclopedia-titanica.org/titanic-ages/25.html","25","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-9/","9","","25","","28034; £10 10s","10"
"http://www.encyclopedia-titanica.org/images/collins.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/samuel-collins.html","COLLINS, Mr John","","http://www.encyclopedia-titanica.org/titanic-ages/38.html","38","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","http://www.encyclopedia-titanica.org/titanic-lifeboat-1/","1","","38","","",""
"http://www.encyclopedia-titanica.org/files/1/titanic-john-collins-thm.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/john-collins.html","COLLINS, Mr John","","http://www.encyclopedia-titanica.org/titanic-ages/17.html","17","","http://www.encyclopedia-titanica.org/titanic-victualling-crew/","Victualling Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/scullion.html","Scullion","","http://www.encyclopedia-titanica.org/titanic-lifeboat-b/","B","","17","","",""
"http://www.encyclopedia-titanica.org/files/1/charlotte-collyer.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/charlotte-annie-collyer.html","COLLYER, Mrs Charlotte Annie","","http://www.encyclopedia-titanica.org/titanic-ages/31.html","31","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-14/","14","","31","","31921; £26 5s","26"
"http://www.encyclopedia-titanica.org/files/1/marjorie-collyer.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/marjorie-collyer.html","COLLYER, Miss Marjorie Charlotte","","http://www.encyclopedia-titanica.org/titanic-ages/8.html","8","","http://www.encyclopedia-titanica.org/titanic-second-class-passengers/","2nd Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-14/","14","","8","","31921; £26 5s","26"
"","","http://www.encyclopedia-titanica.org/titanic-survivor/george-combes.html","COMBES, Mr George","","http://www.encyclopedia-titanica.org/titanic-ages/34.html","34","","http://www.encyclopedia-titanica.org/titanic-engineering-crew/","Engineering Crew","","http://www.encyclopedia-titanica.org/titanic-places/southampton.html","Southampton","","http://www.encyclopedia-titanica.org/titanic-jobs/fireman.html","Fireman","","http://www.encyclopedia-titanica.org/titanic-lifeboat-3/","3","","34","","",""
"","","http://www.encyclopedia-titanica.org/titanic-survivor/mary-eliza-compton.html","COMPTON, Mrs Mary Eliza","","http://www.encyclopedia-titanica.org/titanic-ages/64.html","64","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-14/","14","","64","","17756; £83 3s 2d","83"
"http://www.encyclopedia-titanica.org/images/sara_compton_thm.jpg","","http://www.encyclopedia-titanica.org/titanic-survivor/sara-rebecca-compton.html","COMPTON, Miss Sara Rebecca","","http://www.encyclopedia-titanica.org/titanic-ages/39.html","39","","http://www.encyclopedia-titanica.org/titanic-first-class-passengers/","1st Class Passenger","","http://www.encyclopedia-titanica.org/titanic-places/cherbourg.html","Cherbourg","","","","","http://www.encyclopedia-titanica.org/titanic-lifeboat-14/","14","","39","","17756; £83 3s 2d","83"
